19-02-20 07:00,20
19-02-20 08:00,20.45
19-02-20 10:00,20.6
19-02-20 12:00,20.75
19-02-20 14:00,20.3
19-02-20 15:00,20.05
19-02-20 16:00,20.05
19-02-20 18:00,20.35
19-02-20 19:00,20.6
19-02-20 21:00,20.65
19-02-20 23:00,20.35
20-02-20 00:00,20.15
20-02-20 02:00,19.933333
20-02-20 04:00,19.8
20-02-20 06:00,19.8
20-02-20 07:00,20.2
20-02-20 09:00,20
20-02-20 11:00,19.8
20-02-20 13:00,19.65
20-02-20 14:00,19.4
20-02-20 15:00,19.6
20-02-20 17:00,19.55
20-02-20 18:00,19.9
20-02-20 20:00,20.3
20-02-20 21:00,20.45
20-02-20 23:00,20.25
21-02-20 01:00,19.966667
21-02-20 02:00,19.9
21-02-20 04:00,19.8
21-02-20 05:00,19.8
21-02-20 06:00,19.8
21-02-20 08:00,20.466667
21-02-20 09:00,20.3
21-02-20 11:00,20.25
21-02-20 12:00,21.2
21-02-20 14:00,21.6
21-02-20 15:00,21.15
21-02-20 17:00,20.8
21-02-20 18:00,20.7
21-02-20 20:00,20.6
21-02-20 21:00,20.35
22-02-20 00:00,20.15
22-02-20 02:00,20.066667
22-02-20 04:00,20
22-02-20 05:00,19.9
22-02-20 06:00,19.9
22-02-20 07:00,20.2
22-02-20 09:00,20.433333
22-02-20 10:00,20.5
22-02-20 12:00,20.65
22-02-20 13:00,20.9
22-02-20 15:00,20.35
22-02-20 17:00,20.45
22-02-20 18:00,20.7
22-02-20 21:00,20.35
22-02-20 22:00,20.5
23-02-20 00:00,20.25
23-02-20 02:00,20.025
23-02-20 05:00,19.85
23-02-20 06:00,19.7
23-02-20 07:00,19.8
23-02-20 09:00,20.05
23-02-20 10:00,20.45
23-02-20 12:00,20.3
23-02-20 14:00,19.933333
23-02-20 16:00,19.7
23-02-20 17:00,19.433333
23-02-20 19:00,19.3
23-02-20 21:00,19.8
23-02-20 22:00,20.45
23-02-20 23:00,20.2
24-02-20 00:00,19.9
24-02-20 02:00,19.6
24-02-20 03:00,19.4
24-02-20 05:00,19.15
24-02-20 06:00,18.933333
24-02-20 08:00,18.7
24-02-20 09:00,18.45
24-02-20 10:00,18.9
24-02-20 12:00,18.95
24-02-20 14:00,19.15
24-02-20 15:00,19.45
24-02-20 17:00,19.5
24-02-20 18:00,19.45
24-02-20 20:00,19.55
24-02-20 22:00,19.5
25-02-20 00:00,19.4
25-02-20 01:00,19.3
25-02-20 04:00,19.2
25-02-20 06:00,19.2
25-02-20 08:00,19.3
25-02-20 09:00,19.55
25-02-20 11:00,19.85
25-02-20 12:00,20.05
25-02-20 13:00,20.55
25-02-20 15:00,20.35
25-02-20 16:00,20.3
25-02-20 18:00,20.55
25-02-20 20:00,20.35
25-02-20 21:00,20.1
25-02-20 23:00,20.25
26-02-20 01:00,20.15
26-02-20 02:00,20
